observed_unix_seconds,origin,reachable,chunk_body_bytes,metadata_body_bytes,chunk_requests,disconnects,http_503s,error
1789686109.57438,http://127.0.0.1:47083,1,5571919,53581,83,9,2,
1789686109.8268373,http://127.0.0.1:47083,1,5734099,53581,85,9,2,
1789686110.078358,http://127.0.0.1:47083,1,5889485,53581,86,9,2,
1789686110.3298473,http://127.0.0.1:47083,1,6040835,53581,87,9,2,
1789686110.5811362,http://127.0.0.1:47083,1,6189044,53581,90,10,2,
1789686110.832375,http://127.0.0.1:47083,1,6340848,53581,92,10,2,
1789686111.0838516,http://127.0.0.1:47083,1,6496496,53581,92,10,2,
1789686111.3370202,http://127.0.0.1:47083,1,6637690,53581,96,10,2,
1789686111.5889673,http://127.0.0.1:47083,1,6798801,53581,97,10,2,
1789686111.845052,http://127.0.0.1:47083,1,6941237,53581,101,11,2,
1789686112.0982268,http://127.0.0.1:47083,1,7096997,53581,106,11,2,
1789686112.354794,http://127.0.0.1:47083,1,7252645,53581,106,11,2,
1789686112.6063895,http://127.0.0.1:47083,1,7416485,53581,106,11,2,
1789686112.8595543,http://127.0.0.1:47083,1,7571009,53581,107,11,2,
1789686113.1109521,http://127.0.0.1:47083,1,7710087,53581,112,12,2,
1789686113.3632796,http://127.0.0.1:47083,1,7865527,53581,116,12,2,
1789686113.6147056,http://127.0.0.1:47083,1,8021197,53581,118,13,2,
1789686113.8680289,http://127.0.0.1:47083,1,8170479,53581,120,13,2,
1789686114.119452,http://127.0.0.1:47083,1,8332569,53581,123,13,2,
1789686114.371922,http://127.0.0.1:47083,1,8490336,53581,124,13,2,
1789686114.6234796,http://127.0.0.1:47083,1,8643231,53581,126,14,2,
1789686114.8749125,http://127.0.0.1:47083,1,8798879,53581,127,14,2,
1789686115.1268902,http://127.0.0.1:47083,1,8947999,53581,129,14,2,
1789686115.3788252,http://127.0.0.1:47083,1,9102681,53581,131,14,2,
1789686115.6348298,http://127.0.0.1:47083,1,9261951,53581,133,14,2,
1789686115.8865294,http://127.0.0.1:47083,1,9417599,53581,133,14,2,
1789686116.1389577,http://127.0.0.1:47083,1,9574799,53581,135,14,2,
1789686116.3908203,http://127.0.0.1:47083,1,9730447,53581,136,15,2,
1789686116.6430597,http://127.0.0.1:47083,1,9892319,53581,139,15,2,
1789686116.8947182,http://127.0.0.1:47083,1,10047843,53581,141,15,2,
1789686117.146229,http://127.0.0.1:47083,1,10197873,53581,142,15,2,
1789686117.3978806,http://127.0.0.1:47083,1,10361713,53581,142,15,2,
1789686117.6495695,http://127.0.0.1:47083,1,10509288,53581,145,16,2,
1789686117.9010763,http://127.0.0.1:47083,1,10664110,53581,148,16,2,
1789686118.1527443,http://127.0.0.1:47083,1,10817267,53581,150,16,2,
1789686118.404303,http://127.0.0.1:47083,1,10981107,53581,150,16,2,
1789686118.6576416,http://127.0.0.1:47083,1,11130286,53581,153,17,2,
1789686118.9092476,http://127.0.0.1:47083,1,11288674,53581,155,17,2,
1789686119.1607168,http://127.0.0.1:47083,1,11439470,53581,156,17,2,
1789686119.4120553,http://127.0.0.1:47083,1,11597054,53581,158,17,2,
1789686119.6634462,http://127.0.0.1:47083,1,11752750,53581,159,17,2,
1789686119.9149559,http://127.0.0.1:47083,1,11914116,53581,162,18,2,
1789686120.1664958,http://127.0.0.1:47083,1,12052945,53581,165,18,2,
1789686120.4179173,http://127.0.0.1:47083,1,12210888,53581,167,18,2,
1789686120.6694374,http://127.0.0.1:47083,1,12366536,53581,167,18,2,
1789686120.9207633,http://127.0.0.1:47083,1,12523790,53581,170,18,2,
1789686121.1724238,http://127.0.0.1:47083,1,12677995,53581,172,19,2,
1789686121.424439,http://127.0.0.1:47083,1,12833703,53581,174,19,2,
1789686121.675893,http://127.0.0.1:47083,1,12989038,53581,175,19,2,
1789686121.9272938,http://127.0.0.1:47083,1,13144334,53581,176,19,2,
1789686122.1795003,http://127.0.0.1:47083,1,13303560,53581,180,20,2,
1789686122.4313467,http://127.0.0.1:47083,1,13454127,53581,183,20,2,
1789686122.6828675,http://127.0.0.1:47083,1,13617003,53581,184,20,2,
1789686122.9344318,http://127.0.0.1:47083,1,13771752,53581,186,20,2,
1789686123.1856728,http://127.0.0.1:47083,1,13913142,53581,190,21,2,
1789686123.4373138,http://127.0.0.1:47083,1,14071048,53581,192,21,2,
1789686123.688861,http://127.0.0.1:47083,1,14224519,53581,195,21,2,
1789686123.9408188,http://127.0.0.1:47083,1,14380917,53581,196,21,2,
1789686124.196482,http://127.0.0.1:47083,1,14538267,53581,198,22,2,
1789686124.4524012,http://127.0.0.1:47083,1,14673642,53581,202,22,2,
1789686124.7038589,http://127.0.0.1:47083,1,14822965,53581,208,23,2,
1789686124.955762,http://127.0.0.1:47083,1,14978613,53581,209,23,2,
1789686125.2077513,http://127.0.0.1:47083,1,15134261,53581,209,23,2,
1789686125.4617143,http://127.0.0.1:47083,1,15291162,53581,211,23,2,
1789686125.713566,http://127.0.0.1:47083,1,15446182,53581,215,23,2,
1789686125.9653566,http://127.0.0.1:47083,1,15559939,53581,216,24,2,
1789686126.216889,http://127.0.0.1:47083,1,15713065,53581,218,24,2,
1789686126.4686844,http://127.0.0.1:47083,1,15867039,53581,221,24,2,
1789686126.720599,http://127.0.0.1:47083,1,16022332,53581,222,24,2,
1789686126.9721642,http://127.0.0.1:47083,1,16182913,53581,223,24,2,
1789686127.2236254,http://127.0.0.1:47083,1,16337852,53581,225,24,2,
1789686127.4751177,http://127.0.0.1:47083,1,16493500,53581,226,25,2,
1789686127.7273912,http://127.0.0.1:47083,1,16643564,53581,227,25,2,
1789686127.979224,http://127.0.0.1:47083,1,16807404,53581,227,25,2,
1789686128.2316122,http://127.0.0.1:47083,1,16961491,53581,228,25,2,
1789686128.4673085,http://127.0.0.1:47083,1,17089252,53581,230,25,2,
1789686128.4831717,http://127.0.0.1:47083,1,17089252,53581,230,25,2,
1789686128.735638,http://127.0.0.1:47083,1,17105636,108458,232,25,2,
1789686128.9872012,http://127.0.0.1:47083,1,17261631,108458,233,25,2,
1789686129.239353,http://127.0.0.1:47083,1,17410124,108458,236,26,2,
1789686129.49161,http://127.0.0.1:47083,1,17562803,108458,239,26,2,
1789686129.7431865,http://127.0.0.1:47083,1,17722724,108458,241,26,2,
1789686129.9948623,http://127.0.0.1:47083,1,17882184,108458,243,26,2,
1789686130.2473955,http://127.0.0.1:47083,1,18025103,108458,245,27,2,
1789686130.4991317,http://127.0.0.1:47083,1,18180751,108458,245,27,2,
1789686130.7508342,http://127.0.0.1:47083,1,18335344,108458,249,27,2,
1789686131.0024083,http://127.0.0.1:47083,1,18491822,108458,250,27,2,
1789686131.2541425,http://127.0.0.1:47083,1,18651798,108458,252,27,2,
1789686131.5055745,http://127.0.0.1:47083,1,18799302,108458,254,28,2,
1789686131.7573519,http://127.0.0.1:47083,1,18959638,108458,255,28,2,
1789686132.008869,http://127.0.0.1:47083,1,19115304,108458,257,28,2,
1789686132.260547,http://127.0.0.1:47083,1,19261801,108458,262,29,2,
1789686132.5126379,http://127.0.0.1:47083,1,19415743,108458,264,29,2,
1789686132.7645514,http://127.0.0.1:47083,1,19574308,108458,268,29,2,
1789686133.0160868,http://127.0.0.1:47083,1,19729776,108458,270,30,2,
1789686133.2678077,http://127.0.0.1:47083,1,19866547,108458,273,30,2,
1789686133.520067,http://127.0.0.1:47083,1,20017758,108458,274,30,2,
1789686133.7715864,http://127.0.0.1:47083,1,20174070,108458,276,30,2,
1789686134.0233145,http://127.0.0.1:47083,1,20329659,108458,277,30,2,
1789686134.2752445,http://127.0.0.1:47083,1,20474733,108458,281,31,2,
1789686134.5269964,http://127.0.0.1:47083,1,20629162,108458,283,31,2,
1789686134.7795548,http://127.0.0.1:47083,1,20789913,108458,284,31,2,
1789686135.031365,http://127.0.0.1:47083,1,20945561,108458,284,31,2,
1789686135.2850957,http://127.0.0.1:47083,1,21102133,108458,287,31,2,
1789686135.5368714,http://127.0.0.1:47083,1,21236371,108458,291,32,2,
1789686135.7889185,http://127.0.0.1:47083,1,21398755,108458,293,32,2,
1789686136.040775,http://127.0.0.1:47083,1,21550800,108458,294,32,2,
1789686136.292441,http://127.0.0.1:47083,1,21709404,108458,295,32,2,
1789686136.544121,http://127.0.0.1:47083,1,21867745,108458,298,33,2,
1789686136.7958024,http://127.0.0.1:47083,1,22015176,108458,301,33,2,
1789686137.048202,http://127.0.0.1:47083,1,22170600,108458,305,33,2,
1789686137.3000438,http://127.0.0.1:47083,1,22325909,108458,307,34,2,
1789686137.5518558,http://127.0.0.1:47083,1,22468254,108458,310,34,2,
1789686137.8044043,http://127.0.0.1:47083,1,22623902,108458,310,34,2,
1789686138.0563734,http://127.0.0.1:47083,1,22779695,108458,313,34,2,
1789686138.3082845,http://127.0.0.1:47083,1,22935263,108458,315,35,2,
1789686138.5604653,http://127.0.0.1:47083,1,23081169,108458,318,35,2,
1789686138.8120933,http://127.0.0.1:47083,1,23228979,108458,320,35,2,
1789686139.0637069,http://127.0.0.1:47083,1,23379961,108458,322,35,2,
1789686139.3154447,http://127.0.0.1:47083,1,23540202,108458,323,35,2,
1789686139.567056,http://127.0.0.1:47083,1,23691993,108458,325,36,2,
1789686139.8198998,http://127.0.0.1:47083,1,23839449,108458,325,36,2,
1789686139.9977734,http://127.0.0.1:47083,1,23908559,108458,325,36,2,
1789686140.0717242,http://127.0.0.1:47083,1,23908559,133034,325,36,2,
1789686140.3237152,http://127.0.0.1:47083,1,24006863,162039,327,36,2,
1789686140.575879,http://127.0.0.1:47083,1,24158337,162039,328,36,2,
1789686140.6453557,http://127.0.0.1:47083,1,24158337,162039,328,36,2,
1789686140.7308688,http://127.0.0.1:47083,1,24158337,162039,328,36,2,
1789686140.8315759,http://127.0.0.1:47083,1,24158337,202999,328,36,2,
1789686141.0863726,http://127.0.0.1:47083,1,24274924,215620,331,36,2,
1789686141.3413467,http://127.0.0.1:47083,1,24412211,215620,331,36,2,
1789686141.3622708,http://127.0.0.1:47083,1,24412211,215620,331,36,2,
1789686141.5938232,http://127.0.0.1:47083,1,24444979,269201,333,37,2,
1789686141.8457634,http://127.0.0.1:47083,1,24600627,269201,334,37,2,
1789686142.0485606,http://127.0.0.1:47083,1,24674277,269201,335,37,2,
1789686142.0990562,http://127.0.0.1:47083,1,24674277,269201,335,37,2,
1789686142.2664204,http://127.0.0.1:47083,1,24751008,269201,336,37,2,
